poi_id,name,destination,category,subcategory,description,tags,latitude,longitude,price_level,rating,review_count,popularity,expected_duration,opening_time,closing_time,reservation_required,family_friendly,public_transport_access,tourist_level
P0128,Cultural Local Area Delhi 128,Delhi,neighborhood,food_district,"A food district in Delhi focused on local, authentic, culture.",local|authentic|culture,28.613094,77.24536,3,3.42,136,0.29,120,08:00,21:00,False,False,True,0.765
P0129,Royal Fort Pune 129,Pune,historical,monument,"A monument in Pune focused on heritage, culture, architecture, history.",heritage|culture|architecture|history,18.4944,73.899371,4,4.67,104,0.551,120,09:00,19:00,False,True,True,0.925
P0130,Urban Workshop Mumbai 130,Mumbai,activity,walking_tour,"A walking tour in Mumbai focused on interactive, experience, fun, activity.",interactive|experience|fun|activity,19.020073,73.024494,4,4.3,619,0.746,90,10:00,17:00,False,False,True,0.857
P0131,City History Museum Mumbai 131,Mumbai,museum,history_museum,"A history museum in Mumbai focused on culture, history, museum.",culture|history|museum,19.015846,72.899229,2,3.68,227,0.51,90,11:00,17:00,False,False,True,0.458
P0132,Central Mall Mumbai 132,Mumbai,shopping,market,"A market in Mumbai focused on local, souvenirs, market, shopping.",local|souvenirs|market|shopping,19.102072,73.029826,4,2.64,71,0.204,150,11:00,21:00,False,True,True,0.423
P0133,Metro Nightlife Goa 133,Goa,entertainment,live_music,"A live music in Goa focused on entertainment, nightlife, experience.",entertainment|nightlife|experience,15.575495,74.052994,3,3.99,54,0.265,60,08:00,18:00,False,True,True,0.617
P0134,Cultural Cultural Bengaluru 134,Bengaluru,museum,cultural,"A cultural in Bengaluru focused on culture, education, museum, history.",culture|education|museum|history,13.04065,77.65803,3,4.83,43,0.31,60,11:00,21:00,True,True,True,0.18
P0135,Open Air Cinema Bengaluru 135,Bengaluru,entertainment,nightlife,"A nightlife in Bengaluru focused on entertainment, nightlife.",entertainment|nightlife,13.063043,77.583156,1,3.9,286,0.602,45,10:00,17:00,False,True,True,0.484
P0136,Royal Heritage Site Delhi 136,Delhi,historical,monument,"A monument in Delhi focused on history, architecture, heritage.",history|architecture|heritage,28.682534,77.261641,2,4.75,43,0.603,30,09:00,19:00,False,True,True,0.869
P0137,Riverside Beach Pune 137,Pune,nature,waterfall,"A waterfall in Pune focused on relaxation, nature, scenic.",relaxation|nature|scenic,18.612141,73.867585,2,4.62,247,0.627,180,08:00,21:00,False,True,True,0.357
P0138,Grand Local Crafts Delhi 138,Delhi,shopping,market,"A market in Delhi focused on shopping, local, souvenirs.",shopping|local|souvenirs,28.490677,77.225047,2,3.66,426,0.462,150,10:00,18:00,False,False,True,0.599
P0139,Open Air Theater Bengaluru 139,Bengaluru,entertainment,cinema,"A cinema in Bengaluru focused on experience, nightlife.",experience|nightlife,13.040088,77.714038,3,4.19,119,0.506,60,11:00,20:00,False,True,False,0.746
P0140,Cultural Local Area Pune 140,Pune,neighborhood,cultural_district,"A cultural district in Pune focused on culture, neighborhood, authentic.",culture|neighborhood|authentic,18.643626,73.91497,3,4.13,154,0.467,45,11:00,19:00,False,False,True,0.645
P0141,City Cultural Pune 141,Pune,museum,cultural,"A cultural in Pune focused on culture, education, museum.",culture|education|museum,18.541304,73.948368,3,4.15,541,0.507,60,08:00,22:00,False,True,True,0.666
P0142,Lakeside Garden Goa 142,Goa,nature,garden,"A garden in Goa focused on outdoor, relaxation.",outdoor|relaxation,15.512194,74.051849,1,4.81,55,0.312,45,11:00,17:00,True,True,True,0.867
P0143,Lakeside Garden Pune 143,Pune,nature,garden,"A garden in Pune focused on scenic, outdoor.",scenic|outdoor,18.467866,73.911191,3,5.0,23,0.308,180,09:00,22:00,False,True,True,0.058
P0144,Green Waterfall Goa 144,Goa,nature,waterfall,"A waterfall in Goa focused on outdoor, nature, scenic.",outdoor|nature|scenic,15.617958,74.008038,2,4.03,495,0.688,120,11:00,19:00,False,True,True,0.313
P0145,Central Mall Delhi 145,Delhi,shopping,market,"A market in Delhi focused on local, market, shopping.",local|market|shopping,28.704368,77.179203,4,4.23,115,0.367,30,09:00,20:00,False,True,True,0.117
P0146,Art Cultural Goa 146,Goa,museum,cultural,"A cultural in Goa focused on culture, history, museum.",culture|history|museum,15.594326,73.98419,1,4.01,135,0.467,30,10:00,18:00,True,True,False,0.531
P0147,Old Old Town Bengaluru 147,Bengaluru,neighborhood,local_area,"A local area in Bengaluru focused on culture, local.",culture|local,13.042161,77.611297,3,3.83,678,0.524,45,09:00,21:00,False,True,False,0.667
P0148,Riverside Beach Bengaluru 148,Bengaluru,nature,park,"A park in Bengaluru focused on relaxation, scenic.",relaxation|scenic,12.923344,77.727388,1,4.26,106,0.369,150,09:00,17:00,True,True,True,0.522
P0149,Cultural Workshop Mumbai 149,Mumbai,activity,workshop,"A workshop in Mumbai focused on activity, interactive, experience, fun.",activity|interactive|experience|fun,19.162422,73.055711,3,4.5,353,0.567,60,08:00,20:00,False,True,True,0.589
P0150,Heritage Palace Goa 150,Goa,historical,fort,"A fort in Goa focused on history, culture.",history|culture,15.341362,73.954412,1,4.47,520,0.623,90,09:00,18:00,False,False,True,0.918
P0151,Riverside Park Goa 151,Goa,nature,garden,"A garden in Goa focused on scenic, nature.",scenic|nature,15.616342,73.859968,1,3.73,124,0.305,180,08:00,20:00,True,True,True,0.853
P0152,Open Air Cinema Delhi 152,Delhi,entertainment,cinema,"A cinema in Delhi focused on social, experience, nightlife.",social|experience|nightlife,28.560676,76.995798,4,4.44,508,0.8,180,09:00,22:00,False,False,True,0.056
P0153,Urban Workshop Mumbai 153,Mumbai,activity,adventure,"A adventure in Mumbai focused on interactive, fun, experience, activity.",interactive|fun|experience|activity,19.232847,72.750512,2,4.09,281,0.516,45,11:00,20:00,False,False,True,0.316
P0154,Cultural Old Town Delhi 154,Delhi,neighborhood,old_town,"A old town in Delhi focused on local, culture, authentic, neighborhood.",local|culture|authentic|neighborhood,28.587537,77.22395,1,4.67,120,0.495,30,11:00,22:00,False,True,True,0.349
P0155,Open Air Theater Goa 155,Goa,entertainment,theater,"A theater in Goa focused on entertainment, experience.",entertainment|experience,15.343444,74.171777,1,4.35,191,0.361,90,10:00,20:00,True,True,False,0.479
P0156,Heritage Heritage Site Pune 156,Pune,historical,palace,"A palace in Pune focused on history, culture, heritage, architecture.",history|culture|heritage|architecture,18.611519,73.810843,1,4.0,914,0.86,60,11:00,21:00,True,True,False,0.215
P0157,Nature Beach Delhi 157,Delhi,nature,park,"A park in Delhi focused on nature, relaxation.",nature|relaxation,28.588613,77.251948,1,4.47,649,0.806,45,09:00,18:00,False,True,True,0.662
P0158,Street Food Experience Pune 158,Pune,food,local_restaurant,"A local restaurant in Pune focused on local, food.",local|food,18.48955,73.879197,1,4.69,250,0.362,90,08:00,18:00,False,True,True,0.521
P0159,Discovery Workshop Mumbai 159,Mumbai,activity,workshop,"A workshop in Mumbai focused on experience, activity, fun.",experience|activity|fun,19.217906,72.846244,3,4.41,168,0.471,120,11:00,17:00,True,True,True,0.661
P0160,Hidden Street Food Delhi 160,Delhi,food,food_experience,"A food experience in Delhi focused on neighborhood, food, authentic, local.",neighborhood|food|authentic|local,28.684575,77.029556,3,4.25,209,0.369,60,09:00,17:00,False,False,True,0.992
P0161,Nature Park Delhi 161,Delhi,nature,waterfall,"A waterfall in Delhi focused on nature, relaxation, outdoor.",nature|relaxation|outdoor,28.48004,77.178432,3,4.14,499,0.759,180,09:00,18:00,True,True,True,0.391
P0162,National Science Goa 162,Goa,museum,history_museum,"A history museum in Goa focused on education, museum, culture.",education|museum|culture,15.584679,74.105201,1,3.73,3013,1.0,45,09:00,17:00,False,True,False,0.241
P0163,Family Family Activity Mumbai 163,Mumbai,activity,adventure,"A adventure in Mumbai focused on activity, fun.",activity|fun,18.90767,72.955313,3,3.65,56,0.544,60,11:00,21:00,True,True,True,0.2
P0164,City History Museum Goa 164,Goa,museum,science,"A science in Goa focused on history, culture.",history|culture,15.339295,73.994475,3,4.62,632,0.56,150,08:00,22:00,False,True,False,0.967
P0165,Cultural Family Activity Delhi 165,Delhi,activity,workshop,"A workshop in Delhi focused on experience, interactive, activity.",experience|interactive|activity,28.641894,76.902055,2,4.38,520,0.574,60,09:00,22:00,False,True,True,0.657
P0166,Central Local Crafts Pune 166,Pune,shopping,street_market,"A street market in Pune focused on shopping, market, souvenirs.",shopping|market|souvenirs,18.499908,73.763559,1,4.09,83,0.377,150,11:00,18:00,False,True,True,0.569
P0167,Green Beach Delhi 167,Delhi,nature,waterfall,"A waterfall in Delhi focused on scenic, nature.",scenic|nature,28.585386,77.249597,3,4.13,108,0.346,30,08:00,19:00,True,True,True,0.57
P0168,Grand Live Music Delhi 168,Delhi,entertainment,cinema,"A cinema in Delhi focused on experience, entertainment, nightlife, social.",experience|entertainment|nightlife|social,28.579397,77.176818,3,4.54,205,0.391,45,11:00,22:00,False,False,True,0.678
P0169,Street Local Restaurant Pune 169,Pune,food,food_experience,"A food experience in Pune focused on local, food.",local|food,18.564354,73.917971,1,3.73,166,0.411,60,11:00,18:00,True,True,True,0.978
P0170,Artisan Local Area Goa 170,Goa,neighborhood,food_district,"A food district in Goa focused on authentic, local.",authentic|local,15.445639,74.03052,3,4.29,124,0.58,60,09:00,20:00,True,True,True,0.845
P0171,Royal Palace Mumbai 171,Mumbai,historical,fort,"A fort in Mumbai focused on heritage, architecture, history.",heritage|architecture|history,19.133849,73.032863,4,3.73,327,0.62,90,11:00,21:00,False,True,True,0.908
P0172,City Cinema Pune 172,Pune,entertainment,live_music,"A live music in Pune focused on social, entertainment.",social|entertainment,18.639812,73.783433,1,4.21,133,0.419,150,11:00,18:00,False,True,False,0.295
P0173,Local Food District Bengaluru 173,Bengaluru,neighborhood,old_town,"A old town in Bengaluru focused on authentic, local.",authentic|local,13.106987,77.605906,4,3.89,323,0.392,120,08:00,17:00,False,True,True,0.559
P0174,Cultural Old Town Goa 174,Goa,neighborhood,food_district,"A food district in Goa focused on culture, neighborhood.",culture|neighborhood,15.478809,73.936523,2,3.45,45,0.409,150,11:00,17:00,False,False,True,0.097
P0175,Heritage Food Experience Goa 175,Goa,food,street_food,"A street food in Goa focused on neighborhood, authentic, local.",neighborhood|authentic|local,15.576954,73.851527,2,3.78,189,0.321,150,11:00,19:00,False,True,True,0.229
P0176,Cultural Walking Tour Bengaluru 176,Bengaluru,activity,adventure,"A adventure in Bengaluru focused on interactive, activity, fun.",interactive|activity|fun,13.004581,77.497692,2,4.24,1437,0.926,180,09:00,17:00,True,True,False,0.719
P0177,Artisan Cultural District Bengaluru 177,Bengaluru,neighborhood,local_area,"A local area in Bengaluru focused on authentic, local, neighborhood.",authentic|local|neighborhood,13.054352,77.522581,3,4.49,201,0.435,180,10:00,22:00,False,True,True,0.097
P0178,Riverside Garden Mumbai 178,Mumbai,nature,waterfall,"A waterfall in Mumbai focused on nature, outdoor.",nature|outdoor,18.994179,72.893328,2,4.09,73,0.464,120,08:00,18:00,False,False,True,0.969
P0179,Cultural Walking Tour Bengaluru 179,Bengaluru,activity,family_activity,"A family activity in Bengaluru focused on interactive, fun, activity, experience.",interactive|fun|activity|experience,12.9256,77.590009,3,4.09,173,0.479,120,10:00,19:00,False,True,True,0.313
P0180,Central Street Market Goa 180,Goa,shopping,street_market,"A street market in Goa focused on souvenirs, market.",souvenirs|market,15.309972,74.082737,3,4.25,90,0.491,150,08:00,22:00,False,True,False,0.434
P0181,Riverside Park Goa 181,Goa,nature,garden,"A garden in Goa focused on scenic, nature, relaxation, outdoor.",scenic|nature|relaxation|outdoor,15.612611,74.035934,1,4.33,1539,1.0,150,10:00,22:00,False,False,True,0.696
P0182,Discovery Adventure Mumbai 182,Mumbai,activity,workshop,"A workshop in Mumbai focused on fun, experience, interactive.",fun|experience|interactive,19.160473,72.85748,4,4.05,396,0.679,90,08:00,22:00,False,False,True,0.895
P0183,Local Mall Bengaluru 183,Bengaluru,shopping,local_crafts,"A local crafts in Bengaluru focused on local, souvenirs.",local|souvenirs,12.866219,77.706272,4,4.41,151,0.634,90,09:00,19:00,False,True,True,0.366
P0184,Traditional Local Restaurant Pune 184,Pune,food,food_experience,"A food experience in Pune focused on food, neighborhood.",food|neighborhood,18.504706,73.902239,1,4.2,248,0.367,90,11:00,20:00,False,True,True,0.557
P0185,Riverside Garden Goa 185,Goa,nature,park,"A park in Goa focused on outdoor, scenic.",outdoor|scenic,15.520699,74.013343,3,4.14,96,0.359,30,11:00,21:00,False,True,False,0.333
P0186,Discovery Workshop Delhi 186,Delhi,activity,family_activity,"A family activity in Delhi focused on interactive, experience, activity.",interactive|experience|activity,28.716392,77.347736,2,4.11,444,0.737,180,11:00,17:00,True,False,True,0.747
P0187,Urban Walking Tour Pune 187,Pune,activity,adventure,"A adventure in Pune focused on activity, fun, interactive, experience.",activity|fun|interactive|experience,18.525038,73.878064,1,4.75,773,0.602,30,11:00,20:00,False,True,True,0.195
P0188,Historic Heritage Site Bengaluru 188,Bengaluru,historical,monument,"A monument in Bengaluru focused on history, architecture, culture.",history|architecture|culture,13.036839,77.660218,3,5.0,97,0.334,30,11:00,18:00,False,False,False,0.974
P0189,Modern History Museum Goa 189,Goa,museum,art,"A art in Goa focused on history, culture, museum, education.",history|culture|museum|education,15.469256,74.155178,1,4.49,304,0.596,30,11:00,18:00,False,False,True,0.737
P0190,Local Street Market Bengaluru 190,Bengaluru,shopping,mall,"A mall in Bengaluru focused on shopping, local.",shopping|local,12.989283,77.479943,3,5.0,92,0.572,60,11:00,22:00,True,False,False,0.059
P0191,Adventure Adventure Goa 191,Goa,activity,family_activity,"A family activity in Goa focused on activity, experience, fun, interactive.",activity|experience|fun|interactive,15.632036,73.834155,1,3.72,119,0.38,90,10:00,20:00,False,True,True,0.892
P0192,Traditional Street Food Mumbai 192,Mumbai,food,cafe,"A cafe in Mumbai focused on neighborhood, local, food.",neighborhood|local|food,18.9363,73.068929,3,3.14,130,0.429,180,09:00,20:00,False,True,True,0.094
P0193,Lakeside Garden Pune 193,Pune,nature,beach,"A beach in Pune focused on nature, outdoor, relaxation, scenic.",nature|outdoor|relaxation|scenic,18.55382,73.887648,3,3.76,293,0.552,150,11:00,18:00,False,True,False,0.102
P0194,Modern Art Bengaluru 194,Bengaluru,museum,art,"A art in Bengaluru focused on education, museum, history.",education|museum|history,13.075429,77.54619,4,4.25,2324,1.0,45,08:00,20:00,False,True,True,0.524
P0195,Traditional Food Experience Bengaluru 195,Bengaluru,food,local_restaurant,"A local restaurant in Bengaluru focused on local, neighborhood, food, authentic.",local|neighborhood|food|authentic,12.971032,77.46075,4,4.53,122,0.614,60,08:00,18:00,False,True,False,0.62
P0196,Royal Heritage Site Pune 196,Pune,historical,palace,"A palace in Pune focused on architecture, culture, heritage, history.",architecture|culture|heritage|history,18.450439,73.821028,1,3.7,441,0.697,90,09:00,22:00,False,True,True,0.236
P0197,Metro Nightlife Mumbai 197,Mumbai,entertainment,live_music,"A live music in Mumbai focused on entertainment, nightlife, experience.",entertainment|nightlife|experience,19.150876,72.787718,4,3.51,2203,1.0,120,09:00,20:00,True,False,True,0.461
P0198,National Cultural Delhi 198,Delhi,museum,history_museum,"A history museum in Delhi focused on education, history, culture.",education|history|culture,28.669148,76.914191,4,4.63,139,0.637,150,09:00,19:00,False,True,True,0.815
P0199,Craft Local Crafts Delhi 199,Delhi,shopping,mall,"A mall in Delhi focused on local, shopping, market, souvenirs.",local|shopping|market|souvenirs,28.663562,77.317756,3,3.33,1242,1.0,45,09:00,21:00,False,True,True,0.773
P0200,Heritage Local Area Delhi 200,Delhi,neighborhood,old_town,"A old town in Delhi focused on local, authentic.",local|authentic,28.713243,77.061193,4,4.05,1080,0.739,150,08:00,18:00,False,False,False,0.699
P0201,Green Park Goa 201,Goa,nature,park,"A park in Goa focused on outdoor, scenic, relaxation, nature.",outdoor|scenic|relaxation|nature,15.393473,73.926297,3,3.38,119,0.465,30,11:00,20:00,False,False,True,0.968
P0202,Riverside Beach Goa 202,Goa,nature,garden,"A garden in Goa focused on scenic, relaxation, nature, outdoor.",scenic|relaxation|nature|outdoor,15.581993,74.155743,3,4.1,258,0.478,150,08:00,18:00,False,False,True,0.089
P0203,Art History Museum Mumbai 203,Mumbai,museum,science,"A science in Mumbai focused on museum, history.",museum|history,18.901976,72.913216,3,3.9,516,0.636,180,10:00,20:00,False,True,True,0.722
P0204,Royal Fort Mumbai 204,Mumbai,historical,palace,"A palace in Mumbai focused on architecture, history.",architecture|history,19.045576,72.937963,2,3.62,206,0.506,60,10:00,19:00,True,False,True,0.997
P0205,Open Air Nightlife Goa 205,Goa,entertainment,live_music,"A live music in Goa focused on social, entertainment, experience, nightlife.",social|entertainment|experience|nightlife,15.611799,74.006851,1,4.15,453,0.546,120,10:00,17:00,False,False,True,0.813
P0206,Old Town Market Pune 206,Pune,shopping,street_market,"A street market in Pune focused on local, market.",local|market,18.514063,73.766469,1,4.42,63,0.469,45,09:00,22:00,False,True,True,0.718
P0207,Street Local Restaurant Mumbai 207,Mumbai,food,food_experience,"A food experience in Mumbai focused on local, neighborhood.",local|neighborhood,19.150904,72.76326,3,3.41,1133,0.876,120,09:00,19:00,False,True,True,0.351
P0208,Heritage Food Experience Delhi 208,Delhi,food,local_restaurant,"A local restaurant in Delhi focused on local, food, neighborhood, authentic.",local|food|neighborhood|authentic,28.676788,77.142804,3,4.25,99,0.469,60,11:00,20:00,False,False,True,0.557
P0209,Grand Street Market Delhi 209,Delhi,shopping,street_market,"A street market in Delhi focused on market, shopping, souvenirs, local.",market|shopping|souvenirs|local,28.539417,77.293489,1,4.8,281,0.368,120,11:00,21:00,False,True,True,0.754
P0210,Art Cultural Bengaluru 210,Bengaluru,museum,history_museum,"A history museum in Bengaluru focused on culture, museum, education.",culture|museum|education,12.905198,77.635065,1,4.63,265,0.649,120,11:00,22:00,False,True,True,0.143
P0211,Family Workshop Goa 211,Goa,activity,workshop,"A workshop in Goa focused on activity, interactive, experience.",activity|interactive|experience,15.518518,73.817266,4,5.0,2011,1.0,120,10:00,22:00,False,True,True,0.351
P0212,Urban Walking Tour Pune 212,Pune,activity,workshop,"A workshop in Pune focused on interactive, experience, fun, activity.",interactive|experience|fun|activity,18.607132,73.89244,3,3.99,785,0.86,90,11:00,19:00,False,True,True,0.663
P0213,Hill Waterfall Mumbai 213,Mumbai,nature,beach,"A beach in Mumbai focused on nature, relaxation, scenic, outdoor.",nature|relaxation|scenic|outdoor,19.156741,72.969317,2,4.39,1264,1.0,120,10:00,21:00,False,True,True,0.191
P0214,Local Local Crafts Delhi 214,Delhi,shopping,street_market,"A street market in Delhi focused on market, souvenirs, shopping.",market|souvenirs|shopping,28.58941,77.105206,2,3.67,557,0.731,180,09:00,21:00,True,True,True,0.588
P0215,Traditional Local Restaurant Goa 215,Goa,food,cafe,"A cafe in Goa focused on authentic, local, neighborhood.",authentic|local|neighborhood,15.554589,73.815875,2,4.58,29,0.423,180,10:00,20:00,False,True,True,0.982
P0216,Central Street Market Delhi 216,Delhi,shopping,mall,"A mall in Delhi focused on souvenirs, local, shopping.",souvenirs|local|shopping,28.623589,77.13508,3,3.57,21,0.32,45,11:00,19:00,False,True,False,0.893
P0217,Cultural Cultural Bengaluru 217,Bengaluru,museum,history_museum,"A history museum in Bengaluru focused on culture, museum.",culture|museum,12.873126,77.643043,2,3.98,578,0.586,150,08:00,22:00,True,False,True,0.507
P0218,Modern Art Mumbai 218,Mumbai,museum,cultural,"A cultural in Mumbai focused on culture, museum, education, history.",culture|museum|education|history,18.907856,72.765101,1,4.78,267,0.417,45,11:00,21:00,False,True,False,0.742
P0219,City Live Music Mumbai 219,Mumbai,entertainment,nightlife,"A nightlife in Mumbai focused on social, nightlife, entertainment.",social|nightlife|entertainment,19.203556,72.809698,3,4.83,46,0.321,150,10:00,20:00,False,True,True,0.176
P0220,Artisan Food District Delhi 220,Delhi,neighborhood,cultural_district,"A cultural district in Delhi focused on local, culture, authentic, neighborhood.",local|culture|authentic|neighborhood,28.631653,76.938711,4,3.33,228,0.5,120,08:00,22:00,False,True,True,0.091
P0221,City Cinema Mumbai 221,Mumbai,entertainment,nightlife,"A nightlife in Mumbai focused on entertainment, social, experience, nightlife.",entertainment|social|experience|nightlife,19.022681,73.031617,4,4.27,235,0.587,180,08:00,19:00,False,True,True,0.055
P0222,Street Cafe Delhi 222,Delhi,food,food_experience,"A food experience in Delhi focused on neighborhood, food, local.",neighborhood|food|local,28.646364,77.193883,2,3.17,219,0.406,120,10:00,19:00,False,True,True,0.312
P0223,Metro Nightlife Bengaluru 223,Bengaluru,entertainment,live_music,"A live music in Bengaluru focused on nightlife, experience, social.",nightlife|experience|social,12.961064,77.616473,4,3.51,546,0.679,180,08:00,22:00,True,False,False,0.145
P0224,Hidden Street Food Goa 224,Goa,food,cafe,"A cafe in Goa focused on food, neighborhood.",food|neighborhood,15.405641,74.017938,4,4.26,79,0.279,60,09:00,19:00,True,True,True,0.985
P0225,Heritage Local Restaurant Delhi 225,Delhi,food,cafe,"A cafe in Delhi focused on authentic, local.",authentic|local,28.642087,77.069486,1,3.87,68,0.498,120,09:00,21:00,True,True,True,0.05
P0226,Local Cultural District Goa 226,Goa,neighborhood,old_town,"A old town in Goa focused on local, culture.",local|culture,15.517865,73.902725,1,4.07,769,0.871,120,10:00,22:00,False,False,True,0.965
P0227,Hill Garden Delhi 227,Delhi,nature,garden,"A garden in Delhi focused on outdoor, relaxation, nature.",outdoor|relaxation|nature,28.728914,77.137453,1,3.66,448,0.561,60,08:00,21:00,False,False,False,0.596
P0228,Open Air Theater Delhi 228,Delhi,entertainment,live_music,"A live music in Delhi focused on experience, nightlife, entertainment.",experience|nightlife|entertainment,28.677242,77.330619,4,3.86,94,0.276,30,11:00,22:00,False,True,True,0.81
P0229,Heritage Cafe Delhi 229,Delhi,food,street_food,"A street food in Delhi focused on authentic, local, neighborhood, food.",authentic|local|neighborhood|food,28.524477,76.896505,3,4.05,70,0.358,120,10:00,18:00,False,False,False,0.524
P0230,Grand Mall Mumbai 230,Mumbai,shopping,street_market,"A street market in Mumbai focused on market, shopping, souvenirs, local.",market|shopping|souvenirs|local,18.980223,73.042229,1,3.85,58,0.455,150,11:00,21:00,True,False,False,0.856
P0231,Old Town Market Bengaluru 231,Bengaluru,shopping,local_crafts,"A local crafts in Bengaluru focused on market, local, shopping, souvenirs.",market|local|shopping|souvenirs,12.904862,77.679279,1,4.98,255,0.548,90,11:00,21:00,True,True,False,0.787
P0232,Grand Live Music Delhi 232,Delhi,entertainment,theater,"A theater in Delhi focused on experience, nightlife.",experience|nightlife,28.656763,76.85591,1,3.79,316,0.446,120,10:00,18:00,False,True,True,0.632
P0233,Heritage Cultural District Bengaluru 233,Bengaluru,neighborhood,cultural_district,"A cultural district in Bengaluru focused on authentic, neighborhood, culture.",authentic|neighborhood|culture,12.975728,77.675659,2,4.05,187,0.487,120,09:00,17:00,False,False,True,0.863
P0234,Grand Theater Mumbai 234,Mumbai,entertainment,cinema,"A cinema in Mumbai focused on nightlife, social, experience, entertainment.",nightlife|social|experience|entertainment,18.961813,72.924859,1,4.38,607,0.632,150,09:00,17:00,True,True,False,0.141
P0235,Adventure Workshop Goa 235,Goa,activity,walking_tour,"A walking tour in Goa focused on experience, fun, activity.",experience|fun|activity,15.387656,73.90588,3,3.86,122,0.372,150,11:00,22:00,False,True,True,0.491
P0236,Local Food District Goa 236,Goa,neighborhood,food_district,"A food district in Goa focused on culture, local.",culture|local,15.58956,73.735672,3,3.98,15,0.317,60,10:00,21:00,False,True,True,0.87
P0237,Cultural Art Bengaluru 237,Bengaluru,museum,history_museum,"A history museum in Bengaluru focused on education, history.",education|history,13.106264,77.487512,1,3.42,1261,0.812,90,08:00,17:00,True,False,True,0.075
P0238,Grand Local Crafts Pune 238,Pune,shopping,street_market,"A street market in Pune focused on market, shopping, souvenirs.",market|shopping|souvenirs,18.466862,73.936318,3,4.84,181,0.479,45,09:00,21:00,False,True,True,0.867
P0239,Central Street Market Bengaluru 239,Bengaluru,shopping,local_crafts,"A local crafts in Bengaluru focused on local, market, souvenirs, shopping.",local|market|souvenirs|shopping,12.890534,77.734546,3,4.36,355,0.696,90,09:00,17:00,False,True,True,0.338
P0240,Local Street Market Goa 240,Goa,shopping,local_crafts,"A local crafts in Goa focused on souvenirs, local, shopping.",souvenirs|local|shopping,15.46404,74.043885,4,5.0,937,0.951,120,09:00,17:00,False,True,False,0.465
P0241,Artisan Food District Bengaluru 241,Bengaluru,neighborhood,cultural_district,"A cultural district in Bengaluru focused on culture, neighborhood.",culture|neighborhood,12.928894,77.576672,3,4.04,77,0.381,180,08:00,18:00,True,True,True,0.48
P0242,Family Walking Tour Mumbai 242,Mumbai,activity,adventure,"A adventure in Mumbai focused on experience, activity.",experience|activity,18.953252,73.089401,3,3.38,312,0.404,150,11:00,22:00,True,True,True,0.256
P0243,Urban Workshop Bengaluru 243,Bengaluru,activity,family_activity,"A family activity in Bengaluru focused on experience, activity.",experience|activity,13.05908,77.459521,3,3.76,44,0.479,30,11:00,18:00,True,False,False,0.837
P0244,Grand Nightlife Bengaluru 244,Bengaluru,entertainment,live_music,"A live music in Bengaluru focused on entertainment, nightlife, experience.",entertainment|nightlife|experience,13.071286,77.460053,4,3.81,66,0.356,60,10:00,18:00,False,True,False,0.545
P0245,Hill Waterfall Goa 245,Goa,nature,beach,"A beach in Goa focused on nature, relaxation.",nature|relaxation,15.605008,74.131829,4,4.86,704,0.673,45,10:00,21:00,True,False,True,0.09
P0246,Historic Heritage Site Goa 246,Goa,historical,palace,"A palace in Goa focused on architecture, culture, history, heritage.",architecture|culture|history|heritage,15.313079,73.745701,3,4.1,1445,1.0,150,08:00,18:00,False,True,True,0.662
P0247,Hidden Cafe Mumbai 247,Mumbai,food,food_experience,"A food experience in Mumbai focused on neighborhood, authentic.",neighborhood|authentic,19.025359,72.797156,4,4.13,87,0.441,120,11:00,18:00,False,True,True,0.495
P0248,Cultural History Museum Pune 248,Pune,museum,cultural,"A cultural in Pune focused on history, museum, culture.",history|museum|culture,18.509135,73.80267,2,4.79,467,0.759,120,10:00,21:00,True,False,True,0.562
P0249,Open Air Nightlife Delhi 249,Delhi,entertainment,live_music,"A live music in Delhi focused on nightlife, entertainment, experience, social.",nightlife|entertainment|experience|social,28.633912,77.0113,1,3.63,194,0.561,45,09:00,17:00,True,True,True,0.592
P0250,Old Town Mall Delhi 250,Delhi,shopping,market,"A market in Delhi focused on shopping, souvenirs.",shopping|souvenirs,28.559906,77.152977,4,3.71,46,0.531,180,08:00,20:00,False,True,True,0.941
P0251,Craft Local Crafts Pune 251,Pune,shopping,market,"A market in Pune focused on local, market.",local|market,18.59686,73.916891,1,4.52,2419,1.0,45,11:00,18:00,True,False,True,0.95
P0252,Cultural Walking Tour Pune 252,Pune,activity,family_activity,"A family activity in Pune focused on experience, activity.",experience|activity,18.59051,73.835415,4,3.47,480,0.566,150,09:00,21:00,False,True,True,0.349
P0253,Heritage Old Town Bengaluru 253,Bengaluru,neighborhood,old_town,"A old town in Bengaluru focused on authentic, culture.",authentic|culture,13.032524,77.618943,3,3.81,136,0.378,90,11:00,20:00,True,True,True,0.065
P0254,Central Local Crafts Pune 254,Pune,shopping,street_market,"A street market in Pune focused on market, souvenirs, shopping, local.",market|souvenirs|shopping|local,18.492965,73.812981,1,3.83,86,0.391,45,09:00,19:00,False,True,True,0.821
P0255,Riverside Beach Delhi 255,Delhi,nature,park,"A park in Delhi focused on relaxation, scenic.",relaxation|scenic,28.667074,77.246452,1,4.12,90,0.455,60,08:00,22:00,False,True,False,0.926
P0256,Cultural Food District Bengaluru 256,Bengaluru,neighborhood,local_area,"A local area in Bengaluru focused on local, culture, neighborhood, authentic.",local|culture|neighborhood|authentic,13.110936,77.518015,3,4.22,230,0.498,60,09:00,19:00,False,True,True,0.745
